F2,F3,F1,F11,F4,F6,F10,F9,F5,F7,F12,F8,out
0.9607,5.586,4.286,1.097,5.121,1.633,1.086,0.7031,0.8716,0.6616,5.007,0.2368,b
0.9131,5.233,4.205,1.047,4.866,1.766,1.211,0.6909,0.7703,0.6287,5.363,0.3564,b
0.9094,5.414,4.305,1.129,5.137,1.772,1.355,0.7007,0.8496,0.6079,5.413,0.2502,b
0.8801,5.549,4.012,1.097,5.184,1.771,1.338,0.8838,0.8948,0.885,5.652,0.376,b
0.918,5.76,4.445,1.089,5.388,1.91,1.39,0.7568,0.8093,0.6348,5.751,0.3369,b
0.7959,5.715,4.156,1.105,5.193,1.908,1.477,0.813,0.8289,0.6653,5.476,0.2893,b
0.791,5.543,4.026,1.121,5.419,1.79,1.743,0.7837,0.8679,0.6812,5.33,0.2979,b
0.7874,5.714,4.448,1.08,4.932,1.973,1.583,0.7117,0.9338,0.6812,5.695,0.3833,b
0.8508,5.491,4.209,1.093,5.286,1.952,1.719,0.7141,0.9619,0.5542,5.695,0.4785,b
0.7471,5.713,4.268,1.042,5.071,2.036,1.714,0.7898,0.9106,0.7874,5.446,0.3564,b
0.8057,5.839,4.119,1.216,5.306,1.992,1.753,0.6628,0.9827,0.7495,5.399,0.2625,b
0.7593,5.564,4.253,1.089,5.295,1.973,1.469,0.7996,0.7141,0.7056,4.867,0.2722,b
0.7129,5.601,4.412,1.152,4.945,2.079,1.735,0.752,0.8923,0.8008,5.372,0.2966,b
0.6982,5.507,4.213,1.171,4.806,1.962,1.797,0.7678,0.8423,0.7971,5.015,0.3259,b
0.6262,5.543,4.332,1.016,4.757,1.991,1.838,0.719,0.8691,0.6494,5.334,0.2661,b
0.6848,5.265,4.476,1.057,5.266,1.901,1.974,0.7458,0.8057,0.7935,5.293,0.321,b
0.7349,5.387,4.182,1.144,4.956,2.039,1.847,0.7666,0.874,0.7275,5.745,0.2954,b
0.7532,5.496,4.202,1.194,5.366,1.967,1.979,0.8618,0.824,0.7117,5.079,0.2673,b
0.7288,5.559,4.357,1.155,5.011,2.025,2.073,0.7874,0.8069,0.7983,5.714,0.3882,b
0.7739,5.699,4.365,1.13,5.117,2.1,1.973,0.8069,0.8777,0.7007,5.599,0.3528,b
0.7642,5.47,4.521,1.084,5.25,2.063,2.072,0.7556,0.8936,0.6079,5.281,0.2368,b
0.7129,5.581,4.346,1.162,5.24,2.015,2.142,0.769,0.968,0.6177,5.348,0.3528,b
0.6665,5.231,4.559,1.235,5.283,1.927,2.001,0.7312,0.8936,0.6641,4.79,0.3528,b
0.6641,5.62,4.366,1.144,5.494,2.097,2.14,0.8472,0.8984,0.6824,5.723,0.3418,b
0.6873,5.702,4.329,1.135,5.234,1.941,2.14,0.7788,0.9302,0.6799,5.488,0.4089,b
0.6421,5.314,4.579,1.101,5.453,1.847,1.94,0.8337,0.8911,0.6543,5.344,0.2002,b
0.7617,5.54,4.519,1.161,4.951,1.921,2.251,0.7617,0.8264,0.7104,5.341,0.3076,b
0.5908,5.376,4.221,1.202,5.171,2.045,2.211,0.8752,0.8459,0.7263,5.264,0.3455,b
0.6934,5.505,4.43,1.3,5.289,2.021,2.1,0.7166,0.7739,0.6726,5.612,0.4517,b
0.7007,5.345,4.443,1.254,4.987,1.98,2.059,0.802,0.9033,0.7507,5.156,0.2869,b
0.7898,5.547,4.486,1.24,5.045,2.009,2.24,0.824,0.929,0.8276,5.49,0.3796,b
0.5762,5.389,4.261,1.212,4.908,2.021,2.097,0.7446,0.8899,0.7922,4.872,0.4138,b
0.6812,5.604,4.536,1.257,5.227,2.096,2.22,0.7239,0.9546,0.8594,5.52,0.3296,b
0.6885,5.566,4.376,1.179,5.31,1.973,2.277,0.9021,0.9778,0.6775,5.515,0.4053,b
0.6091,5.765,4.335,1.219,5.33,2.114,2.229,0.6763,0.9741,0.7349,5.493,0.2856,b
0.7568,5.608,4.565,1.179,5.518,1.927,2.361,0.7886,1.036,0.8228,5.184,0.2844,b
0.5334,5.375,4.371,1.125,5.332,1.993,2.345,0.8362,1.069,0.8191,4.724,0.3955,b
0.7019,5.698,4.541,1.143,5.587,2.159,2.262,0.8777,1.072,0.625,5.463,0.4382,b
0.5566,5.876,4.626,1.189,5.597,2.189,2.39,0.7947,1.045,0.7812,5.345,0.3528,b
0.7007,5.839,4.567,1.229,5.181,2.271,2.448,0.824,1.111,0.946,5.472,0.4639,b
0.7031,5.389,4.607,1.064,5.515,2.314,2.296,1.039,1.135,0.9326,4.778,0.4272,b
0.6494,5.481,4.662,1.346,5.757,2.428,2.31,1.016,1.224,0.9973,5.657,0.354,b
0.6445,5.769,4.601,1.372,5.458,2.482,2.258,1.05,1.171,1.013,5.579,0.4797,b
0.5359,5.57,4.446,1.267,5.654,2.415,2.573,1.046,1.068,1.067,5.188,0.3748,b
0.614,5.746,4.532,1.279,5.535,2.451,2.454,0.9521,1.227,1.056,5.681,0.4724,b
0.6128,5.447,4.441,1.29,5.652,2.449,2.513,1.104,1.248,1.068,5.157,0.5151,b
0.614,5.464,4.581,1.274,5.654,2.666,2.645,1.13,1.171,1.09,5.029,0.5518,b
0.5103,5.461,4.417,1.377,5.551,2.593,2.883,0.9473,1.108,0.9509,5.804,0.3699,b
2.546,4.746,3.019,1.069,4.913,0.4663,1.425,0.5505,0.6921,0.6262,5.453,0.2515,b
2.748,4.503,2.914,1.104,4.861,0.4846,1.362,0.5713,0.8167,0.5151,5.348,0.2344,b
2.813,4.821,3.153,1.072,4.894,0.5859,1.394,0.5542,0.7739,0.6604,4.814,0.105,b
2.6,4.949,3.126,1.224,4.773,0.4333,1.53,0.5823,0.7019,0.4919,5.186,0.05249,b
2.689,4.706,3.335,1.169,4.629,0.5481,1.454,0.3259,0.8472,0.5481,5.439,0.2515,b
2.351,4.724,3.121,1.127,4.646,0.6128,1.572,0.498,0.8337,0.5908,5.339,0.1953,b
2.437,4.985,3.248,1.169,4.652,0.6348,1.702,0.3967,0.7947,0.5469,4.697,0.2869,b
2.452,4.943,3.213,1.132,4.557,0.6396,1.76,0.5432,0.8606,0.5505,5.555,0.2185,b
2.472,4.905,3.209,1.212,4.264,0.5835,1.842,0.5273,0.9155,0.4944,5.432,0.05005,b
2.371,4.845,3.094,1.08,4.29,0.6665,1.826,0.5554,0.8093,0.5859,5.3,0.2332,b
2.498,4.625,3.357,1.277,4.415,0.5945,1.899,0.448,0.6885,0.498,5.475,0.2722,b
2.308,4.819,3.24,1.329,4.475,0.7336,1.907,0.4395,0.8215,0.5884,5.336,0.3296,b
2.408,4.658,3.206,1.306,4.508,0.6482,1.897,0.5713,0.7568,0.4834,5.193,0.2344,b
2.489,4.775,3.121,1.18,4.225,0.7483,1.84,0.3564,0.8386,0.686,4.829,0.1721,b
2.369,5.032,3.293,1.229,4.42,0.8191,1.885,0.5188,0.6836,0.5347,5.723,0.2954,b
2.417,5.001,3.242,1.122,4.321,0.8362,1.83,0.2759,0.8569,0.4309,5.042,0.1904,b
2.166,4.658,3.256,1.152,4.31,0.7666,1.783,0.5457,0.7068,0.4175,5.22,0.2307,b
2.264,4.775,3.231,1.351,4.302,0.8105,1.992,0.5127,0.6445,0.4724,5.754,0.354,b
2.405,4.797,3.309,1.196,4.214,0.7739,1.99,0.4187,0.7751,0.3845,5.067,0.2197,b
2.269,4.96,2.99,1.201,4.133,0.824,1.906,0.4163,0.6824,0.4541,5.42,0.2661,b
2.4,4.98,3.088,1.139,4.301,0.7361,1.824,0.4382,0.6238,0.415,4.999,0.1355,b
2.218,5.081,3.049,1.205,4.246,0.7996,1.722,0.4932,0.6384,0.4834,4.856,0.07568,b
2.295,5.096,3.027,1.161,4.172,0.7434,1.744,0.5164,0.6787,0.5127,4.746,0.2637,b
2.266,4.872,3.142,1.251,4.292,0.8044,1.665,0.4614,0.6653,0.3882,5.199,0.2124,b
2.386,4.731,3.027,1.097,4.717,0.8875,1.749,0.5347,0.7849,0.271,5.621,0.2319,b
2.268,4.873,2.877,1.104,4.958,0.7959,1.737,0.5835,0.708,0.5835,5.641,0.1941,b
2.242,5,3.051,1.15,4.697,0.7825,1.821,0.5139,0.7556,0.47,5.374,0.2026,b
2.306,5.212,3.188,1.169,4.657,0.7629,1.815,0.4956,0.835,0.4993,5.472,0.2722,b
1.885,5.132,3.127,1.14,4.366,0.7898,1.804,0.5347,0.802,0.5737,5.16,0.105,b
2.206,4.897,3.032,1.233,4.102,0.8594,1.785,0.4602,0.8118,0.6201,4.868,0.2893,b
2.262,4.741,3.085,1.124,3.877,0.8301,1.726,0.4773,0.8435,0.3979,4.978,0.2393,b
2.146,5.11,2.903,1.144,4.125,0.8362,1.763,0.3345,0.7715,0.5884,5.342,0.365,b
2.192,4.822,2.98,1.084,3.827,0.8301,1.746,0.4456,0.7666,0.4297,5.01,0.1831,b
2.081,5.099,3.09,1.085,4.226,0.7629,1.77,0.3699,0.7263,0.4102,5.345,0.2222,b
2.129,4.972,3.217,1.151,4.398,0.9241,1.562,0.3845,0.7239,0.4736,5.326,0.2466,b
1.985,4.872,3.325,1.039,4.288,0.6799,1.625,0.6262,0.7898,0.3992,4.706,0.155,b
2.13,4.982,3.307,1.027,4.22,0.7947,1.569,0.3674,0.7239,0.437,5.022,0.2844,b
2.214,5.247,3.16,1.089,4.081,0.6616,1.547,0.4456,0.7117,0.3503,5.527,0.07812,b
2.192,4.871,3.032,1.038,4.316,0.7288,1.604,0.4651,0.752,0.4309,5.297,0.2026,b
2.053,4.838,2.965,1.208,4.323,0.7056,1.6,0.4028,0.6616,0.3198,5.397,0.144,b
2.18,4.76,3.23,1.176,4.352,0.625,1.621,0.3784,0.509,0.2979,4.747,0.1379,b
2.294,4.774,3.292,1.176,4.601,0.7568,1.587,0.4651,0.675,0.4468,5.728,0.1868,b
2.128,5.085,3.257,1.062,4.431,0.7056,1.637,0.4883,0.675,0.2771,5.436,0.166,b
2.096,4.944,3.201,1.248,4.294,0.636,1.61,0.4407,0.6104,0.47,5.557,0.2429,b
1.871,4.736,3.042,1.038,4.244,0.6299,1.658,0.5151,0.708,0.426,5.56,0.238,b
2.137,5.151,3.068,1.057,4.243,0.6238,1.635,0.4651,0.6348,0.3369,5.126,0.1636,b
2.302,4.806,2.991,1.218,4.669,0.6348,1.628,0.5286,0.6824,0.4382,5.408,0.3027,b
2.01,4.76,3.242,1.099,4.844,0.7166,1.61,0.4822,0.6665,0.3345,5.713,0.3064,b
2.192,4.862,2.891,1.298,4.456,0.5798,1.613,0.4944,0.5457,0.4858,5.026,0.1184,b
2.355,5.122,2.938,1.134,4.198,0.6152,1.626,0.4175,0.5798,0.3796,5.289,0.2246,b
2.285,5.16,3.038,1.055,3.918,0.686,1.575,0.3662,0.5945,0.3992,5.107,0.2148,b
2.141,4.775,2.986,1.066,4.186,0.5603,1.595,0.4407,0.498,0.4468,5.646,0.001221,b
1.989,4.681,2.827,1.095,3.926,0.6506,1.473,0.4626,0.7739,0.3308,4.806,0.1294,b
2.12,4.686,2.83,1.045,4.124,0.6213,1.442,0.3711,0.5786,0.3296,5.461,0.3516,b
2.095,4.833,3.011,1.138,4.352,0.6372,1.567,0.4565,0.5798,0.4053,5.251,0.2148,b
2.233,5.042,2.855,0.9631,4.64,0.6909,1.577,0.4846,0.5505,0.3113,5.774,0.1611,b
2.744,5.49,4.397,1.205,5.327,1.919,3.176,0.9192,1.388,0.6458,0.5786,0.3845,c
2.891,4.857,4.514,1.375,5.721,1.796,3.363,0.9644,1.333,0.7349,0.7166,0.3333,c
2.916,5.299,4.402,1.284,5.569,1.962,3.651,1.187,1.387,0.8191,0.7544,0.3979,c
3.123,5.592,4.425,1.436,5.564,1.96,3.848,1.265,1.359,0.885,0.7898,0.4834,c
3.108,5.4,4.563,1.425,5.621,1.965,4.321,1.237,1.478,0.9619,0.885,0.4456,c
3.053,5.388,4.615,1.459,5.701,2.026,4.611,1.277,1.525,0.8813,1.027,0.5615,c
3.099,5.717,4.382,1.539,5.654,1.688,4.825,1.332,1.539,0.9314,0.8118,0.3833,c
3.152,5.664,4.435,1.564,5.598,1.926,5.072,1.351,1.544,0.9644,0.9619,0.4907,c
3.228,5.554,4.545,1.605,5.72,1.987,5.157,1.322,1.578,0.8826,0.8301,0.5334,c
3.298,5.299,4.351,1.571,5.695,2.073,4.996,1.471,1.421,0.9265,0.8875,0.437,c
3.287,5.177,4.614,1.658,5.713,2.065,5.157,1.257,1.605,0.9387,0.6067,0.5066,c
3.038,5.557,4.43,1.588,5.78,2.125,5.065,1.293,1.654,0.9839,0.8765,0.4944,c
3.251,5.818,4.514,1.622,5.607,2.194,5.051,1.32,1.611,1.08,0.8069,0.4956,c
3.311,5.785,4.443,1.65,5.775,1.982,5.106,1.328,1.537,1.067,0.741,0.5688,c
3.146,5.564,4.629,1.66,5.645,2.157,5.005,1.415,1.499,0.9265,0.7629,0.6055,c
3.279,5.371,4.475,1.519,5.852,2.067,4.949,1.301,1.514,0.8398,0.9326,0.5005,c
3.149,5.758,4.462,1.428,5.735,2.19,5.096,1.342,1.586,0.8899,0.719,0.5298,c
3.358,5.432,4.377,1.611,5.585,2.092,5.116,1.45,1.503,0.885,0.7263,0.5298,c
3.158,5.774,4.644,1.498,5.612,2.189,4.885,1.345,1.538,0.8984,0.8252,0.4736,c
3.312,5.245,4.635,1.534,5.527,2.205,5.071,1.375,1.545,1.017,0.7727,0.4431,c
3.069,5.732,4.457,1.384,5.446,2.125,4.932,1.284,1.584,0.929,0.8508,0.4419,c
3.146,5.73,4.54,1.572,5.62,2.054,4.885,1.228,1.56,0.9265,0.8557,0.4822,c
2.784,5.32,4.377,1.401,5.609,2.134,4.821,1.23,1.515,0.9167,0.625,0.4175,c
3.093,5.53,4.703,1.501,5.544,2.089,4.86,1.021,1.655,0.8032,0.7996,0.4761,c
3.12,5.541,4.587,1.448,5.712,2.252,4.924,0.8911,1.576,0.9229,0.863,0.437,c
3.069,5.228,4.57,1.407,5.574,2.083,4.868,0.9167,1.576,0.8362,0.874,0.459,c
3.029,5.325,4.409,1.389,5.599,2.074,4.923,1.007,1.637,0.7935,0.7825,0.4211,c
2.943,5.342,4.614,1.409,5.554,2.178,4.723,1.1,1.628,0.8911,0.957,0.4651,c
3.198,5.372,4.504,1.333,5.699,2.305,4.779,1.046,1.573,0.8923,1.012,0.5518,c
3.234,5.466,4.557,1.406,5.781,2.148,4.701,1.133,1.609,0.8801,0.7886,0.437,c
3.414,5.254,4.382,1.487,5.426,2.194,4.537,1.141,1.465,0.9729,0.752,0.5151,c
3.723,5.837,4.471,1.387,5.767,2.083,4.55,1.13,1.464,0.929,0.8447,0.481,c
3.781,5.732,4.65,1.504,5.515,2.147,4.476,1.235,1.436,0.885,0.7581,0.542,c
3.873,5.26,4.574,1.506,5.503,2.155,4.471,1.205,1.458,0.8826,0.8997,0.4395,c
3.704,5.664,4.504,1.396,5.747,2.046,4.371,1.318,1.494,0.8459,0.824,0.5054,c
3.82,5.165,4.59,1.372,5.798,2.061,4.294,1.16,1.501,0.8887,0.741,0.481,c
3.829,5.188,4.336,1.427,5.82,2.023,4.172,1.191,1.426,0.78,0.708,0.4016,c
4.185,5.177,4.377,1.427,5.795,2.042,4.058,1.368,1.416,0.8557,0.7886,0.5127,c
4.114,5.477,4.57,1.384,5.518,1.987,4.071,1.287,1.459,0.8203,0.8923,0.481,c
4.276,5.438,4.645,1.459,5.696,2.01,3.989,1.085,1.382,0.7507,0.6653,0.4797,c
4.06,5.615,4.602,1.404,5.637,2.023,3.942,1.177,1.309,0.7971,0.9131,0.4419,c
1.371,5.704,4.777,1.487,5.636,2.139,5.261,1.25,1.44,0.9167,0.8386,0.4211,c
1.526,5.24,4.792,1.538,5.562,2.141,5.182,1.168,1.633,0.9888,0.6921,0.5872,c
1.415,5.441,4.576,1.571,5.548,2.15,5.114,1.19,1.548,0.8643,0.6616,0.4993,c
1.422,5.718,4.532,1.685,5.839,2.307,4.95,1.208,1.672,0.9631,0.7434,0.6238,c
1.489,5.699,4.501,1.536,5.702,2.218,4.987,1.177,1.537,1.016,0.6165,0.5054,c
1.517,5.243,4.54,1.584,5.657,2.314,5.184,1.101,1.495,0.9387,0.7898,0.5713,c
1.45,5.447,4.64,1.636,5.414,2.063,5.039,1.107,1.318,1.012,0.7288,0.4419,c
1.321,5.529,4.644,1.68,5.514,2.229,5.184,1.212,1.544,0.9119,0.769,0.5225,c
1.461,5.516,4.636,1.656,5.811,2.223,5.065,1.265,1.669,1.018,0.6287,0.5566,c
1.477,5.698,4.399,1.779,5.627,2.371,5.037,1.249,1.559,0.9924,0.8606,0.592,c
1.364,5.47,4.585,1.831,5.496,2.323,5.081,1.47,1.605,0.9534,0.8606,0.5676,c
1.495,5.54,4.725,1.843,5.688,2.354,5.057,1.235,1.577,0.9058,0.8496,0.6128,c
1.418,5.73,4.667,1.826,5.598,2.231,4.995,1.282,1.534,0.9937,0.7666,0.5835,c
1.462,5.847,4.275,1.776,5.792,2.323,5.129,1.235,1.472,0.824,0.7056,0.5566,c
1.5,5.498,4.537,1.942,5.53,2.278,5.109,1.039,1.438,0.8459,0.8508,0.6592,c
1.411,5.659,4.514,1.743,5.822,2.207,4.996,1.069,1.475,0.9216,0.8838,0.4687,c
1.033,5.729,4.845,1.675,5.829,2.454,5.035,1.833,2.161,1.382,0.6531,0.8923,c
1.118,5.74,4.624,1.893,5.906,2.423,5.004,1.725,2.097,1.471,0.8032,0.8398,c
0.9753,5.72,4.849,1.797,5.894,2.427,5.061,1.797,2.08,1.39,0.8264,0.769,c
1.095,5.676,4.669,1.906,5.929,2.568,5.004,1.802,2.158,1.481,0.7166,0.7605,c
1.069,5.491,4.734,1.864,5.927,2.578,5.02,1.84,2.153,1.464,0.863,0.7654,c
1.013,5.847,4.789,1.77,5.95,2.665,5.15,1.87,2.136,1.547,0.7959,0.8484,c
1.069,5.5,4.739,1.898,5.908,2.576,5.02,1.914,2.222,1.482,0.8386,0.8972,c
0.9863,5.736,4.868,1.915,5.964,2.745,5.092,1.851,2.14,1.588,0.9753,0.835,c
0.9839,5.62,4.537,1.909,5.886,2.708,5.111,1.779,2.233,1.517,0.6433,0.8801,c
1.182,5.885,4.709,1.849,5.897,2.505,5.129,1.814,2.169,1.428,0.7483,0.9753,c
1.001,5.537,4.871,1.892,5.879,2.638,5.312,1.862,2.174,1.455,0.8325,0.8704,c
0.9644,5.42,4.863,1.803,5.909,2.656,5.073,1.771,2.059,1.495,0.6165,0.8948,c
0.9778,5.808,4.878,1.886,5.847,2.75,4.889,1.783,2.064,1.534,0.6567,0.7556,c
1.068,5.645,4.902,2.184,5.92,2.698,5.029,1.661,2.072,1.479,0.8899,0.8447,c
0.9082,5.699,4.744,1.786,5.883,2.576,4.926,1.732,2.144,1.555,0.9534,0.7776,c
1.041,5.656,4.797,1.779,5.892,2.639,5.095,1.731,1.989,1.484,0.8533,0.7935,c
1.104,5.455,4.686,1.774,5.92,2.521,4.924,1.743,2.063,1.401,0.7947,0.9058,c
1.135,5.696,4.878,1.826,5.894,2.633,5.062,1.744,2.09,1.442,0.7312,0.9216,c
1.03,5.804,4.504,1.636,5.878,2.618,5.085,1.66,1.989,1.599,0.8496,0.6592,c
1.075,5.752,4.833,1.804,5.957,2.605,4.923,1.799,1.958,1.418,0.7275,0.7605,c
1.031,5.472,4.641,1.827,5.883,2.546,4.886,1.766,2.017,1.486,0.7703,0.8459,c
1.028,5.878,4.556,1.785,5.895,2.576,5.129,1.796,2.028,1.392,0.9229,0.7886,c
1.024,5.745,4.763,1.83,5.913,2.639,5.044,1.84,2.019,1.541,0.8386,0.7959,c
0.9583,5.62,4.808,1.736,5.951,2.588,4.919,1.658,2.134,1.503,0.8606,0.8093,c
1.002,5.787,4.583,1.713,5.919,2.555,5.029,1.812,2.051,1.487,0.7471,0.8252,c
0.9448,5.793,4.552,1.774,5.913,2.592,4.928,1.832,2.014,1.483,0.8301,0.8606,c
1.034,5.472,4.871,1.726,5.918,2.566,5.176,1.779,1.992,1.447,0.7654,0.8655,c
1.044,5.739,4.618,1.638,5.901,2.371,4.923,1.713,2.188,1.401,0.708,0.9033,c
0.9521,5.627,4.796,1.801,5.916,2.521,5.044,1.761,2.036,1.414,0.6433,0.835,c
1.027,5.499,4.934,1.721,5.928,2.581,5.109,1.748,2.14,1.498,0.7812,0.8057,c
1.144,5.499,4.899,1.73,5.93,2.59,4.994,1.816,2.064,1.573,0.7861,0.686,c
1.005,5.629,4.901,1.733,5.885,2.573,4.954,1.71,2.3,1.595,0.7617,0.9302,c
0.9778,5.867,4.612,1.825,5.881,2.582,5.249,1.826,2.229,1.492,0.719,0.9351,c
0.9717,5.562,4.738,1.917,5.9,2.709,5.018,1.853,2.122,1.564,0.8289,0.8655,c
1.035,5.486,4.846,1.84,5.892,2.615,5.096,1.914,2.205,1.582,0.7141,0.8521,c
0.9106,5.59,4.951,1.853,5.946,2.733,5.16,1.703,2.322,1.655,0.9497,0.8301,c
1.093,5.817,4.866,1.865,5.933,2.708,5.133,1.729,2.196,1.678,1.006,0.9204,c
0.9558,5.785,4.934,1.876,5.894,2.715,5.052,1.938,2.219,1.614,0.7544,0.9314,c
1.01,5.61,4.745,1.816,5.876,2.692,4.968,1.873,2.275,1.748,0.7947,0.9998,c
0.8801,5.605,4.935,1.862,5.94,2.814,5.105,1.896,2.212,1.788,0.8801,0.9351,c
0.9985,5.629,4.658,2.112,5.939,2.769,5.067,1.984,2.272,1.681,1.002,0.9778,c
0.7898,5.668,4.822,1.919,5.917,2.71,5.044,2.021,2.253,1.819,0.7922,1.039,c
0.9888,5.792,4.916,1.884,5.955,2.809,4.891,2.006,2.412,1.664,0.9021,0.968,c
0.9082,5.576,4.781,1.992,5.934,2.863,5.045,2.04,2.372,1.689,0.7666,0.8813,c
0.9631,5.781,4.774,2.034,5.936,2.781,4.935,1.971,2.206,1.73,0.7507,0.8826,c
0.885,5.865,4.808,1.936,5.916,2.788,5.042,1.859,2.111,1.58,0.8081,1.013,c
0.7556,5.649,4.529,2.013,5.903,2.771,5.149,1.919,2.086,1.688,0.8667,0.8777,c
0.918,5.625,4.673,1.996,5.905,2.695,4.941,1.875,2.047,1.519,0.5933,0.863,c
2.876,5.127,3.884,0.9668,5.105,0.9351,1.301,0.6653,0.7764,0.5139,0.7947,0.2893,c
3.015,5.78,3.953,0.9998,5.221,0.8948,1.332,0.6201,0.7935,0.7556,0.6726,0.2673,c
2.924,5.348,3.768,0.9644,4.841,1.039,1.379,0.6665,0.8191,0.5859,0.7092,0.1685,c
2.805,5.554,4.038,1.014,5.311,1.031,1.201,0.6213,0.8557,0.5774,0.8496,0.1489,c
2.772,5.385,3.859,0.9656,5.204,1.108,1.25,0.6738,0.6348,0.6189,0.6848,0.3406,c
2.887,5.076,3.95,1.001,5.427,1.013,1.311,0.6604,0.8777,0.5591,0.7922,0.332,c
2.77,5.388,3.947,1.052,5.161,1.119,1.437,0.708,0.8386,0.6055,0.6775,0.3418,c
2.698,5.718,4.143,1.075,5.237,1.042,1.439,0.6384,0.8398,0.625,0.9851,0.3308,c
2.719,5.315,3.94,1.028,4.956,1.058,1.348,0.8093,0.8362,0.4858,0.7507,0.3455,c
2.701,5.061,3.938,1.014,5.22,1.146,1.437,0.6946,0.7886,0.6946,0.6177,0.343,c
2.592,5.184,3.894,0.929,5.173,1.183,1.449,0.6897,0.8167,0.5969,0.8032,0.1526,c
2.809,5.073,3.892,0.9448,5.159,1.132,1.538,0.575,0.8264,0.6482,0.8569,0.2808,c
2.745,5.156,3.949,1.005,4.807,1.177,1.478,0.6616,0.7715,0.6396,0.8215,0.3772,c
2.859,5.569,4.255,1.027,5.286,1.051,1.409,0.5933,0.8142,0.6982,0.8923,0.3442,c
2.654,5.088,4.167,1.145,5.226,1.26,1.339,0.6274,0.7471,0.6006,0.6262,0.2551,c
2.496,5.713,4.039,1.104,5.049,1.206,1.251,0.4675,0.8289,0.4907,0.9058,0.4187,c
2.717,5.165,4.346,0.7959,5.205,1.173,1.458,0.6824,0.8496,0.5811,0.752,0.2917,c
2.495,5.46,4.097,0.9985,5.098,1.215,1.395,0.7019,0.9924,0.5188,0.6628,0.4541,c
2.44,5.156,3.907,1.094,4.808,1.274,1.517,0.7239,0.9241,0.5164,0.6763,0.3967,c
2.448,5.225,4.136,0.9961,4.897,1.263,1.449,0.7239,0.73,0.6958,0.4675,0.3027,c
2.495,5.657,4.164,1.05,5.457,1.27,1.52,0.6689,0.8643,0.6396,0.7886,0.3198,c
2.438,5.237,4.183,1.035,5.397,1.35,1.49,0.6934,0.7556,0.7776,0.8362,0.3064,c
2.19,5.431,4.254,1.107,4.814,1.499,1.364,0.575,0.6677,0.6335,0.824,0.2893,c
2.261,5.245,4.089,1.068,5.365,1.36,1.56,0.6396,0.8203,0.5469,0.874,0.3284,c
2.311,5.747,3.992,1.022,5.15,1.176,1.456,0.5847,0.7153,0.5347,0.8594,0.2698,c
2.272,5.803,4.099,1.045,5.227,1.215,1.547,0.6641,0.7483,0.6152,0.8032,0.3076,c
2.083,5.3,3.887,1.062,4.707,1.187,1.453,0.6262,0.6604,0.4297,0.8826,0.3064,c
2.117,5.311,3.981,0.9851,4.924,1.271,1.561,0.6555,0.7654,0.4712,0.7898,0.3906,c
0.5945,5.524,4.738,1.993,5.131,2.555,5.103,0.6934,1.031,1.04,0.7971,0.4089,c
0.4822,5.762,4.576,2.072,5.239,2.606,5.024,0.8716,0.9961,0.99,0.7593,0.4724,c
0.4883,5.587,4.869,2.219,5.251,2.485,4.965,0.8203,0.8862,0.9509,0.7751,0.4236,c
0.5493,5.605,4.775,2.169,5.293,2.533,5.107,0.8875,1.086,0.9839,0.7092,0.3223,c
0.5798,5.579,4.785,2.181,5.206,2.778,5.038,0.9363,1.021,1.062,0.9045,0.4565,c
0.498,5.681,4.645,2.213,5.015,2.576,5.034,0.8911,1.007,1.021,0.791,0.3845,c
0.5151,5.881,4.818,2.166,5.437,2.596,4.968,0.8923,1.042,0.9875,0.5066,0.5017,c
0.4138,5.684,4.822,2.319,5.327,2.76,5.09,0.9778,1.176,1.012,0.7874,0.4077,c
0.5444,5.63,4.811,2.284,5.33,2.784,5.3,0.9521,1.173,1.067,0.8191,0.4297,c
0.5786,5.588,4.771,2.311,5.41,2.723,5.032,1.029,1.099,1.05,0.7458,0.3491,c
0.4919,5.59,4.612,2.266,5.439,2.69,5.038,0.9473,1.045,1.027,0.8093,0.4419,c
0.8215,5.656,4.624,1.908,5.927,2.391,5.056,1.873,2.142,1.973,0.9216,1.012,c
0.8655,5.627,4.888,1.92,5.906,2.506,5.131,1.875,2.26,2.051,0.791,1.029,c
0.7764,5.771,4.587,1.941,5.896,2.495,4.98,1.903,2.211,2.004,0.8765,0.9741,c
0.752,5.729,4.65,2.026,5.992,2.468,5.051,1.899,2.23,2.087,0.8862,1.033,c
0.7996,5.58,4.91,1.896,5.944,2.603,4.991,1.965,2.263,2.108,0.7812,1.021,c
0.7361,5.785,4.609,1.976,5.978,2.72,5.085,1.86,2.351,2.175,0.896,1.097,c
0.719,5.767,4.823,1.985,5.968,2.562,4.974,1.919,2.458,2.256,0.73,1.047,c
0.658,5.692,4.723,1.92,5.891,2.716,5.005,1.769,2.408,2.185,0.7397,1.068,c
0.6458,5.649,4.658,1.986,5.92,2.615,5.081,1.893,2.341,2.021,0.8569,1.062,c
0.6042,5.82,4.991,1.873,5.959,2.682,4.952,1.962,2.222,2.051,0.7507,1.13,c
0.6628,5.902,4.729,1.982,5.927,2.61,5.084,1.877,2.393,2.047,0.896,1.083,c
0.6702,5.554,4.677,1.929,5.9,2.738,5.103,1.924,2.322,2.063,0.7361,1.008,c
0.614,5.598,4.736,1.941,5.923,2.699,5.013,1.884,2.184,2.035,0.6799,1.082,c
